user_id,beatmap_id,score,count300,count100,count50,countmiss,combo,perfect,enabled_mods,date_played,rank,pp,replay_available,accuracy,approved,submit_date,approved_date,last_update,artist,set_id,bpm,creator,creator_id,stars,diff_aim,diff_speed,cs,od,ar,hp,drain,source,genre,language,title,length,diffname,file_md5,mode,tags,favorites,rating,playcount,passcount,circles,sliders,spinners,maxcombo,storyboard,video,download_unavailable,audio_unavailable,star_rating,aim_diff,speed_diff,fl_diff,slider_factor,speed_note_count,modded_od,modded_ar,modded_cs,modded_hp,packs
9991650,379071,41743830,1333,18,0,1,1192,0,0,2022-04-05 21:31:48,A,180.9520,0,99.04,1,2014-03-02 07:14:53,2014-11-02 22:40:45,2014-10-22 05:41:49,u's,154351,210,neonat,1561995,5.80852,2.71037,2.85574,4,8,9.1,7,303,Love Live! School idol project,3,3,Bokura no LIVE Kimi to no LIFE,318,Daisuki,8c864f5dd5d5d0b6d7d80a2015334958,0,biscuitbox muse,-1,9.51852,414826,25035,787,563,2,1958,1,0,0,0,5.80852,2.72308,2.83458,0.0,0.99387,230.414,8.0,9.1,4.0,7.0,SA16
9991650,427586,29585284,1299,32,0,3,1356,0,0,2020-07-07 15:05:54,A,135.1750,1,98.18,1,2014-05-23 01:46:55,2014-10-12 02:40:42,2014-10-05 01:22:03,Utagumi Setsugetsuka,177663,145,jonathanlfj,270377,5.41913,2.7694,2.51988,4,8,9.2,6,314,機巧少女は傷つかない,3,3,Maware! Setsugetsuka chiptune Remix,317,MawareXtrA,bae9fc15ae2a906cda74999bbaeb4fdb,0,machine doll wa kizutsukanai 夜々 yaya 原田ひとみ harada hitomi いろり irori 茅野愛衣 kayano ai 小紫 komurasaki 小倉唯 ogura yui unbreakable kikou shoujo setsugekka ed ending,-1,9.55455,244444,28932,666,666,2,2167,0,0,0,0,5.41913,2.78096,2.36801,0.0,0.997993,448.234,8.0,9.2,4.0,6.0,SA15
9991650,431147,45519608,1139,13,0,0,1664,1,0,2020-02-25 16:29:19,S,178.4250,0,99.25,1,2014-05-28 16:20:07,2014-10-10 03:00:41,2014-10-03 02:28:26,Sakamoto Maaya,179323,176,Azer,2155578,4.95857,2.47469,2.26572,4,8,9,6,298,Tamayura ~hitotose~,3,3,Okaerinasai (tomatomerde Remix),353,Collab,131b810bea296be79c22c510aff63345,0,tamayura&bass rlc those frostmourne 11t,-1,9.72962,2132668,315656,691,454,7,1664,1,0,0,0,4.95857,2.48308,2.25013,0.0,0.997101,460.708,8.0,9.0,4.0,6.0,SA15
9991650,443270,44748252,1486,16,0,1,1653,0,0,2020-07-12 13:52:45,A,166.6350,0,99.22,1,2014-06-19 20:17:37,2014-09-08 17:22:19,2014-09-01 12:53:53,Utada Hikaru,185392,176,ProfessionalBox,3250792,5.33559,2.54268,2.58173,4,7.8,9,6,385,ヱヴァンゲリヲン新劇場版：Q,10,3,Sakura Nagashi (el poco maro Remix),434,Eternity,d0bdd1cc97e74bc3b1a1c72af37d8357,0,dnb drum and bass drumstep asphyxia japan step collab collaboration hanzer gero paul carter evangelion:3.0 you can not redo shin gekijou ban,-1,9.65839,459383,50584,893,604,6,2455,0,0,0,0,5.33559,2.55508,2.55249,0.0,0.989616,322.766,7.8,9.0,4.0,6.0,SA15
9991650,444356,11745600,1075,100,13,14,494,0,0,2020-02-24 10:31:56,B,37.4511,0,92.39,1,2014-06-21 18:59:21,2014-09-15 01:02:10,2014-09-06 11:16:35,sweet ARMS,185927,215,Cherry Blossom,1156742,6.33484,2.87061,3.18983,4,9,9.3,6.5,314,デート・ア・ライブ 或守インストール,2,3,Installation,331,Nightmare,53556e1012b2e357116bfdc019d76cdf,0,arusu ars install compile heart sting playstation visual novel date a live ii 2 shio watanabe go sakabe kenterz,-1,9.72788,1513713,105930,581,614,7,1948,1,0,0,0,6.33484,2.87575,3.17149,0.0,0.981391,187.221,9.0,9.3,4.0,6.5,SA15
