user_id,beatmap_id,score,count300,count100,count50,countmiss,combo,perfect,enabled_mods,date_played,rank,pp,replay_available,accuracy,approved,submit_date,approved_date,last_update,artist,set_id,bpm,creator,creator_id,stars,diff_aim,diff_speed,cs,od,ar,hp,drain,source,genre,language,title,length,diffname,file_md5,mode,tags,favorites,rating,playcount,passcount,circles,sliders,spinners,maxcombo,storyboard,video,download_unavailable,audio_unavailable,star_rating,aim_diff,speed_diff,fl_diff,slider_factor,speed_note_count,modded_od,modded_ar,modded_cs,modded_hp,packs
9991650,342543,38900418,1412,40,1,3,1543,0,0,2020-04-02 16:51:03,A,142.4960,0,97.91,1,2013-12-25 01:26:31,2014-05-31 18:42:29,2014-05-22 23:01:00,DystopiaGround,136969,207,jonathanlfj,270377,5.65909,2.65177,2.79266,4,8,9,6,365,,4,3,AugoEidEs,411,Angelic,0c2339123cd154414e840a57fc35aa4e,0,nao demetori onosakihito marathon,-1,9.60789,489679,64622,781,672,3,2544,0,0,0,0,5.65909,2.66245,2.75302,0.0,0.982378,310.3,8.0,9.0,4.0,6.0,S902
9991650,403050,14172108,1516,31,0,6,487,0,0,2020-08-07 12:42:37,A,81.4328,0,98.28,1,2011-09-09 10:39:39,2014-05-30 10:02:21,2014-05-23 09:47:53,Mitsunori Ikeda ft. Aimee B,36319,176,galvenize,381444,5.5319,2.74156,2.55685,4,7,9,6,339,Panty & Stocking with Garterbelt,10,2,Fallen Angel (El Poco Maro Remix),350,Ascension,57694484d24cdbedbf78b8ae346885a9,0,dnb drum and bass,-1,9.71889,1648875,215366,1120,432,1,2097,1,0,0,0,5.5319,2.74129,2.54572,0.0,0.997238,678.48,7.0,9.0,4.0,6.0,S902
